forecast_date,target,target_end_date,location,type,quantile,value
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.025,440392
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.025,376595
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.025,329612
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.025,288939
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.025,257167
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.025,227563
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.025,203661
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.025,183922
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.1,457468
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.1,397090
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.1,349609
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.1,310020
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.1,277469
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.1,247064
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.1,221887
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.1,187161
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.25,501669
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.25,475324
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.25,444422
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.25,409401
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.25,376018
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.25,344182
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.25,279969
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.25,212999
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.5,612631
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.5,657752
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.5,597202
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.5,520219
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.5,474782
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.5,438119
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.5,403031
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.5,369072
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.75,731026
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.75,778398
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.75,733484
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.75,693716
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.75,654406
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.75,591167
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.75,521060
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.75,450350
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.9,795992
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.9,877706
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.9,827380
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.9,759337
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.9,689636
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.9,631209
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.9,584653
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.9,530451
10/17/2021,1 wk ahead inc case,10/23/2021,US,quantile,0.975,848959
10/17/2021,2 wk ahead inc case,10/30/2021,US,quantile,0.975,928490
10/17/2021,3 wk ahead inc case,11/6/2021,US,quantile,0.975,844187
10/17/2021,4 wk ahead inc case,11/13/2021,US,quantile,0.975,763110
10/17/2021,5 wk ahead inc case,11/20/2021,US,quantile,0.975,709323
10/17/2021,6 wk ahead inc case,11/27/2021,US,quantile,0.975,653673
10/17/2021,7 wk ahead inc case,12/4/2021,US,quantile,0.975,603206
10/17/2021,8 wk ahead inc case,12/11/2021,US,quantile,0.975,545492
10/17/2021,1 wk ahead inc case,10/23/2021,US,point,NA,626877
10/17/2021,2 wk ahead inc case,10/30/2021,US,point,NA,641622
10/17/2021,3 wk ahead inc case,11/6/2021,US,point,NA,589414
10/17/2021,4 wk ahead inc case,11/13/2021,US,point,NA,534963
10/17/2021,5 wk ahead inc case,11/20/2021,US,point,NA,491257
10/17/2021,6 wk ahead inc case,11/27/2021,US,point,NA,447568
10/17/2021,7 wk ahead inc case,12/4/2021,US,point,NA,402495
10/17/2021,8 wk ahead inc case,12/11/2021,US,point,NA,354207
