forecast_date,target,target_end_date,location,type,quantile,value
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.025,656102
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.025,631280
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.025,589582
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.025,547380
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.025,506965
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.025,471705
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.025,427444
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.025,350101
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.1,658379
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.1,634568
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.1,596631
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.1,556757
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.1,516839
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.1,482330
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.1,432752
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.1,383917
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.25,671382
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.25,649993
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.25,616670
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.25,583706
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.25,549772
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.25,501280
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.25,462445
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.25,444386
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.5,849773
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.5,871954
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.5,824996
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.5,768750
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.5,705886
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.5,665054
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.5,620328
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.5,552636
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.75,971301
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.75,1030198
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.75,991782
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.75,928668
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.75,869646
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.75,821130
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.75,750278
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.75,710842
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.9,1186977
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.9,1295818
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.9,1195107
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.9,1080753
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.9,974760
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.9,885941
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.9,824091
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.9,764169
7/10/2022,1 wk ahead inc case,7/16/2022,US,quantile,0.975,1349357
7/10/2022,2 wk ahead inc case,7/23/2022,US,quantile,0.975,1481164
7/10/2022,3 wk ahead inc case,7/30/2022,US,quantile,0.975,1306437
7/10/2022,4 wk ahead inc case,8/6/2022,US,quantile,0.975,1131204
7/10/2022,5 wk ahead inc case,8/13/2022,US,quantile,0.975,977358
7/10/2022,6 wk ahead inc case,8/20/2022,US,quantile,0.975,921107
7/10/2022,7 wk ahead inc case,8/27/2022,US,quantile,0.975,876504
7/10/2022,8 wk ahead inc case,9/3/2022,US,quantile,0.975,812297
7/10/2022,1 wk ahead inc case,7/16/2022,US,point,NA,906182
7/10/2022,2 wk ahead inc case,7/23/2022,US,point,NA,942139
7/10/2022,3 wk ahead inc case,7/30/2022,US,point,NA,874458
7/10/2022,4 wk ahead inc case,8/6/2022,US,point,NA,799603
7/10/2022,5 wk ahead inc case,8/13/2022,US,point,NA,728746
7/10/2022,6 wk ahead inc case,8/20/2022,US,point,NA,678364
7/10/2022,7 wk ahead inc case,8/27/2022,US,point,NA,627692
7/10/2022,8 wk ahead inc case,9/3/2022,US,point,NA,574050
