forecast_date,target,target_end_date,location,type,quantile,value
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.025,82564
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.025,116442
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.025,147589
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.025,145331
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.025,135296
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.025,125350
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.025,115316
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.025,105245
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.1,83740
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.1,117992
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.1,150176
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.1,149755
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.1,139230
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.1,127562
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.1,115463
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.1,106026
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.25,92216
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.25,146439
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.25,199569
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.25,203108
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.25,189603
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.25,173714
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.25,157251
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.25,144171
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.5,115966
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.5,249189
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.5,404520
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.5,458833
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.5,458376
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.5,439875
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.5,408095
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.5,381368
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.75,123842
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.75,270829
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.75,459583
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.75,536980
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.75,555456
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.75,538692
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.75,502464
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.75,466532
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.9,142899
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.9,326238
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.9,531750
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.9,605480
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.9,616154
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.9,595437
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.9,559706
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.9,528015
7/18/2021,1 wk ahead inc case,7/24/2021,US,quantile,0.975,155406
7/18/2021,2 wk ahead inc case,7/31/2021,US,quantile,0.975,350988
7/18/2021,3 wk ahead inc case,8/7/2021,US,quantile,0.975,554702
7/18/2021,4 wk ahead inc case,8/14/2021,US,quantile,0.975,628281
7/18/2021,5 wk ahead inc case,8/21/2021,US,quantile,0.975,633296
7/18/2021,6 wk ahead inc case,8/28/2021,US,quantile,0.975,606834
7/18/2021,7 wk ahead inc case,9/4/2021,US,quantile,0.975,565922
7/18/2021,8 wk ahead inc case,9/11/2021,US,quantile,0.975,529351
7/18/2021,1 wk ahead inc case,7/24/2021,US,point,NA,113805
7/18/2021,2 wk ahead inc case,7/31/2021,US,point,NA,225445
7/18/2021,3 wk ahead inc case,8/7/2021,US,point,NA,349698
7/18/2021,4 wk ahead inc case,8/14/2021,US,point,NA,389681
7/18/2021,5 wk ahead inc case,8/21/2021,US,point,NA,389630
7/18/2021,6 wk ahead inc case,8/28/2021,US,point,NA,372495
7/18/2021,7 wk ahead inc case,9/4/2021,US,point,NA,346317
7/18/2021,8 wk ahead inc case,9/11/2021,US,point,NA,322958
