forecast_date,target,target_end_date,location,type,quantile,value
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.025,626101
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.025,565284
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.025,536889
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.025,482381
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.025,432231
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.025,387668
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.025,346917
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.025,308373
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.1,626172
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.1,572951
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.1,544263
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.1,494314
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.1,446435
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.1,402770
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.1,362691
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.1,327262
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.25,648531
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.25,582346
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.25,552869
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.25,508982
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.25,467220
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.25,430707
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.25,397800
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.25,369942
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.5,664084
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.5,632312
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.5,615695
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.5,573847
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.5,527091
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.5,482866
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.5,441913
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.5,407784
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.75,732587
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.75,787430
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.75,837256
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.75,805928
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.75,756208
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.75,661634
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.75,577150
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.75,472560
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.9,875029
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.9,882224
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.9,882135
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.9,843256
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.9,783822
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.9,740404
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.9,697467
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.9,652426
9/26/2021,1 wk ahead inc case,10/2/2021,US,quantile,0.975,973404
9/26/2021,2 wk ahead inc case,10/9/2021,US,quantile,0.975,954232
9/26/2021,3 wk ahead inc case,10/16/2021,US,quantile,0.975,922880
9/26/2021,4 wk ahead inc case,10/23/2021,US,quantile,0.975,847251
9/26/2021,5 wk ahead inc case,10/30/2021,US,quantile,0.975,809676
9/26/2021,6 wk ahead inc case,11/6/2021,US,quantile,0.975,772804
9/26/2021,7 wk ahead inc case,11/13/2021,US,quantile,0.975,736052
9/26/2021,8 wk ahead inc case,11/20/2021,US,quantile,0.975,700331
9/26/2021,1 wk ahead inc case,10/2/2021,US,point,NA,735130
9/26/2021,2 wk ahead inc case,10/9/2021,US,point,NA,710968
9/26/2021,3 wk ahead inc case,10/16/2021,US,point,NA,698855
9/26/2021,4 wk ahead inc case,10/23/2021,US,point,NA,650851
9/26/2021,5 wk ahead inc case,10/30/2021,US,point,NA,603240
9/26/2021,6 wk ahead inc case,11/6/2021,US,point,NA,554122
9/26/2021,7 wk ahead inc case,11/13/2021,US,point,NA,508570
9/26/2021,8 wk ahead inc case,11/20/2021,US,point,NA,462668
