forecast_date,target,target_end_date,location,type,quantile,value
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.025,355391
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.025,280791
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.025,236574
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.025,195233
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.025,185176
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.025,156872
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.025,152886
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.025,55083
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.1,391824
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.1,329808
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.1,282609
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.1,242435
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.1,220215
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.1,192590
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.1,177595
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.1,116689
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.25,438890
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.25,401992
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.25,370174
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.25,341278
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.25,312633
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.25,289910
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.25,268433
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.25,185405
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.5,457021
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.5,428502
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.5,400486
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.5,376473
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.5,350816
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.5,325399
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.5,294613
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.5,264824
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.75,536166
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.75,563100
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.75,549552
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.75,525764
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.75,496307
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.75,393963
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.75,327872
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.75,309601
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.9,733829
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.9,752492
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.9,674190
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.9,595974
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.9,518572
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.9,495023
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.9,463872
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.9,442045
9/4/2022,1 wk ahead inc case,9/10/2022,US,quantile,0.975,923629
9/4/2022,2 wk ahead inc case,9/17/2022,US,quantile,0.975,939354
9/4/2022,3 wk ahead inc case,9/24/2022,US,quantile,0.975,790155
9/4/2022,4 wk ahead inc case,10/1/2022,US,quantile,0.975,639639
9/4/2022,5 wk ahead inc case,10/8/2022,US,quantile,0.975,531921
9/4/2022,6 wk ahead inc case,10/15/2022,US,quantile,0.975,521707
9/4/2022,7 wk ahead inc case,10/22/2022,US,quantile,0.975,490301
9/4/2022,8 wk ahead inc case,10/29/2022,US,quantile,0.975,475855
9/4/2022,1 wk ahead inc case,9/10/2022,US,point,NA,548107
9/4/2022,2 wk ahead inc case,9/17/2022,US,point,NA,528006
9/4/2022,3 wk ahead inc case,9/24/2022,US,point,NA,471963
9/4/2022,4 wk ahead inc case,10/1/2022,US,point,NA,416685
9/4/2022,5 wk ahead inc case,10/8/2022,US,point,NA,373663
9/4/2022,6 wk ahead inc case,10/15/2022,US,point,NA,339352
9/4/2022,7 wk ahead inc case,10/22/2022,US,point,NA,310796
9/4/2022,8 wk ahead inc case,10/29/2022,US,point,NA,264215
