forecast_date,target,target_end_date,location,type,quantile,value
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.025,1043907
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.025,931717
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.025,749208
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.025,580255
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.025,438487
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.025,318301
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.025,216241
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.025,123907
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.1,1059908
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.1,1009988
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.1,890833
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.1,768859
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.1,661151
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.1,566135
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.1,483106
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.1,404815
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.25,1117622
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.25,1120246
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.25,1057298
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.25,975699
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.25,896282
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.25,827319
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.25,766821
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.25,705367
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.5,1162244
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.5,1182542
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.5,1125594
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.5,1040917
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.5,956101
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.5,877534
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.5,809541
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.5,744014
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.75,1198678
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.75,1258688
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.75,1230318
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.75,1173856
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.75,1106185
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.75,1040665
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.75,973334
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.75,887934
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.9,1307256
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.9,1406102
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.9,1348792
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.9,1269018
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.9,1187714
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.9,1109930
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.9,1034676
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.9,948104
9/5/2021,1 wk ahead inc case,9/11/2021,US,quantile,0.975,1403639
9/5/2021,2 wk ahead inc case,9/18/2021,US,quantile,0.975,1542249
9/5/2021,3 wk ahead inc case,9/25/2021,US,quantile,0.975,1459381
9/5/2021,4 wk ahead inc case,10/2/2021,US,quantile,0.975,1350648
9/5/2021,5 wk ahead inc case,10/9/2021,US,quantile,0.975,1242849
9/5/2021,6 wk ahead inc case,10/16/2021,US,quantile,0.975,1141927
9/5/2021,7 wk ahead inc case,10/23/2021,US,quantile,0.975,1044985
9/5/2021,8 wk ahead inc case,10/30/2021,US,quantile,0.975,964287
9/5/2021,1 wk ahead inc case,9/11/2021,US,point,NA,1184750
9/5/2021,2 wk ahead inc case,9/18/2021,US,point,NA,1207362
9/5/2021,3 wk ahead inc case,9/25/2021,US,point,NA,1123061
9/5/2021,4 wk ahead inc case,10/2/2021,US,point,NA,1022750
9/5/2021,5 wk ahead inc case,10/9/2021,US,point,NA,926967
9/5/2021,6 wk ahead inc case,10/16/2021,US,point,NA,840259
9/5/2021,7 wk ahead inc case,10/23/2021,US,point,NA,761243
9/5/2021,8 wk ahead inc case,10/30/2021,US,point,NA,682633
