forecast_date,target,target_end_date,location,type,quantile,value
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.025,360543
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.025,563863
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.025,596046
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.025,573339
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.025,513449
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.025,457166
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.025,409277
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.025,363149
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.1,363628
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.1,564659
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.1,599105
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.1,574784
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.1,523307
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.1,470914
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.1,425647
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.1,365307
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.25,413024
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.25,628523
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.25,636404
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.25,587215
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.25,550081
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.25,500365
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.25,442657
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.25,396295
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.5,443651
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.5,657460
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.5,669400
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.5,622993
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.5,565491
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.5,513260
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.5,464238
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.5,419758
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.75,521494
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.75,762165
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.75,736273
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.75,667217
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.75,597487
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.75,553919
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.75,509998
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.75,459432
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.9,630931
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.9,879044
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.9,817231
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.9,734313
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.9,653909
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.9,581039
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.9,516072
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.9,467391
7/25/2021,1 wk ahead inc case,7/31/2021,US,quantile,0.975,646618
7/25/2021,2 wk ahead inc case,8/7/2021,US,quantile,0.975,888937
7/25/2021,3 wk ahead inc case,8/14/2021,US,quantile,0.975,820428
7/25/2021,4 wk ahead inc case,8/21/2021,US,quantile,0.975,738908
7/25/2021,5 wk ahead inc case,8/28/2021,US,quantile,0.975,659966
7/25/2021,6 wk ahead inc case,9/4/2021,US,quantile,0.975,586458
7/25/2021,7 wk ahead inc case,9/11/2021,US,quantile,0.975,521182
7/25/2021,8 wk ahead inc case,9/18/2021,US,quantile,0.975,473351
7/25/2021,1 wk ahead inc case,7/31/2021,US,point,NA,482841
7/25/2021,2 wk ahead inc case,8/7/2021,US,point,NA,706379
7/25/2021,3 wk ahead inc case,8/14/2021,US,point,NA,696412
7/25/2021,4 wk ahead inc case,8/21/2021,US,point,NA,642681
7/25/2021,5 wk ahead inc case,8/28/2021,US,point,NA,580527
7/25/2021,6 wk ahead inc case,9/4/2021,US,point,NA,523303
7/25/2021,7 wk ahead inc case,9/11/2021,US,point,NA,469867
7/25/2021,8 wk ahead inc case,9/18/2021,US,point,NA,420669
