forecast_date,target,target_end_date,location,type,quantile,value
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.025,14209
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.025,6247
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.025,0
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.025,0
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.025,0
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.025,0
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.025,0
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.025,0
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.1,16265
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.1,10246
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.1,0
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.1,0
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.1,0
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.1,0
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.1,0
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.1,0
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.25,19040
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.25,16644
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.25,15744
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.25,14057
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.25,9450
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.25,5518
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.25,2478
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.25,0
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.5,21383
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.5,19744
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.5,18193
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.5,15418
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.5,13926
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.5,12390
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.5,10979
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.5,9560
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.75,30202
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.75,25839
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.75,20669
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.75,18179
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.75,16877
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.75,15793
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.75,14868
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.75,13600
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.9,40003
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.9,35107
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.9,32567
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.9,29494
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.9,25545
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.9,22459
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.9,19835
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.9,17853
4/10/2022,1 wk ahead inc case,4/16/2022,US,quantile,0.975,41721
4/10/2022,2 wk ahead inc case,4/23/2022,US,quantile,0.975,37471
4/10/2022,3 wk ahead inc case,4/30/2022,US,quantile,0.975,34295
4/10/2022,4 wk ahead inc case,5/7/2022,US,quantile,0.975,32508
4/10/2022,5 wk ahead inc case,5/14/2022,US,quantile,0.975,29865
4/10/2022,6 wk ahead inc case,5/21/2022,US,quantile,0.975,26746
4/10/2022,7 wk ahead inc case,5/28/2022,US,quantile,0.975,23863
4/10/2022,8 wk ahead inc case,6/4/2022,US,quantile,0.975,21373
4/10/2022,1 wk ahead inc case,4/16/2022,US,point,NA,21383
4/10/2022,2 wk ahead inc case,4/23/2022,US,point,NA,19744
4/10/2022,3 wk ahead inc case,4/30/2022,US,point,NA,18193
4/10/2022,4 wk ahead inc case,5/7/2022,US,point,NA,15418
4/10/2022,5 wk ahead inc case,5/14/2022,US,point,NA,13926
4/10/2022,6 wk ahead inc case,5/21/2022,US,point,NA,12390
4/10/2022,7 wk ahead inc case,5/28/2022,US,point,NA,10979
4/10/2022,8 wk ahead inc case,6/4/2022,US,point,NA,9560
