1099916,1100190,1101105,1148500,1178342,1209662,1224866
1067528,1085077,1107975,1166493,1213026,1233296,1246662
1042111,1086251,1150938,1177667,1223675,1267850,1276256
998728,1070198,1148610,1221664,1261146,1292233,1307571
1007340,1079982,1157724,1259406,1302884,1355581,1358028
993095.6,1084858,1187595,1282463,1327771,1396294,1458608
1044069,1121907,1203267,1262326,1318024,1434852,1518899
1169592,1186705,1212730,1288500,1383010,1471592,1540699
