376071.9,376912.9,378948.6,380348.5,381801.9,382306.5,382585.5
352807.7,353240.8,355203.1,358521.2,359652.1,360586.7,360791.2
329019.6,329781.9,333698.2,338696.1,340351.2,340739.1,340902.4
310841.6,310967.6,314706,320738.7,322711.7,323921.3,324362.5
293689,293749.5,297077.3,305278.8,306632,307999.7,308002.6
277516.8,277600.5,280449.9,290395.4,291678.5,292745.1,292832.6
262915,263096.2,266283.5,276182.6,278013.7,280017.8,280090.7
249656.3,250127.9,252166.8,262426.1,263799.9,269789.7,272220.6
