forecast_date,target,target_end_date,location,type,quantile,value
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.025,234755
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.025,197058
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.025,155624
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.025,118162
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.025,87087
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.025,63322
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.025,44177
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.025,35001
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.1,245702
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.1,218995
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.1,189523
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.1,160980
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.1,133542
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.1,111835
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.1,92675
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.1,82047
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.25,280024
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.25,280626
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.25,267710
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.25,252498
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.25,234108
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.25,217050
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.25,195706
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.25,170377
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.5,327251
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.5,334394
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.5,309265
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.5,280777
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.5,252120
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.5,229666
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.5,202770
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.5,184129
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.75,337342
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.75,353237
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.75,333939
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.75,299904
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.75,265094
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.75,242068
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.75,218456
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.75,198170
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.9,491641
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.9,599842
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.9,592695
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.9,564740
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.9,526334
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.9,487621
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.9,447189
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.9,406891
10/2/2022,1 wk ahead inc case,10/8/2022,US,quantile,0.975,644742
10/2/2022,2 wk ahead inc case,10/15/2022,US,quantile,0.975,837769
10/2/2022,3 wk ahead inc case,10/22/2022,US,quantile,0.975,842201
10/2/2022,4 wk ahead inc case,10/29/2022,US,quantile,0.975,804555
10/2/2022,5 wk ahead inc case,11/5/2022,US,quantile,0.975,749439
10/2/2022,6 wk ahead inc case,11/12/2022,US,quantile,0.975,691646
10/2/2022,7 wk ahead inc case,11/19/2022,US,quantile,0.975,633215
10/2/2022,8 wk ahead inc case,11/26/2022,US,quantile,0.975,573835
10/2/2022,1 wk ahead inc case,10/8/2022,US,point,NA,365922
10/2/2022,2 wk ahead inc case,10/15/2022,US,point,NA,403132
10/2/2022,3 wk ahead inc case,10/22/2022,US,point,NA,384423
10/2/2022,4 wk ahead inc case,10/29/2022,US,point,NA,354517
10/2/2022,5 wk ahead inc case,11/5/2022,US,point,NA,321103
10/2/2022,6 wk ahead inc case,11/12/2022,US,point,NA,291887
10/2/2022,7 wk ahead inc case,11/19/2022,US,point,NA,262027
10/2/2022,8 wk ahead inc case,11/26/2022,US,point,NA,235778
